,Home,Away,Year-Month-Day
961,Atlanta,Memphis,2016-03-12
962,Charlotte,Houston,2016-03-12
963,Portland,Orlando,2016-03-12
964,Denver,Washington,2016-03-12
965,Milwaukee,New Orleans,2016-03-12
966,Philadelphia,Detroit,2016-03-12
967,Golden State,Phoenix,2016-03-12
968,LA Clippers,Cleveland,2016-03-13
969,Atlanta,Indiana,2016-03-13
970,Sacramento,Utah,2016-03-13
971,Brooklyn,Milwaukee,2016-03-13
972,LA Lakers,New York,2016-03-13
973,Utah,Cleveland,2016-03-14
974,Okla City,Portland,2016-03-14
975,Washington,Detroit,2016-03-14
976,Houston,Memphis,2016-03-14
977,Charlotte,Dallas,2016-03-14
978,Toronto,Chicago,2016-03-14
979,Miami,Denver,2016-03-14
980,Phoenix,Minnesota,2016-03-14
981,Golden State,New Orleans,2016-03-14
982,Indiana,Boston,2016-03-15
983,San Antonio,LA Clippers,2016-03-15
984,Milwaukee,Toronto,2016-03-15
985,Orlando,Denver,2016-03-15
986,LA Lakers,Sacramento,2016-03-15
987,Brooklyn,Philadelphia,2016-03-15
988,Boston,Okla City,2016-03-16
989,Detroit,Atlanta,2016-03-16
990,Houston,LA Clippers,2016-03-16
991,Cleveland,Dallas,2016-03-16
992,Charlotte,Orlando,2016-03-16
993,Washington,Chicago,2016-03-16
994,Memphis,Minnesota,2016-03-16
995,Golden State,New York,2016-03-16
996,Sacramento,New Orleans,2016-03-16
997,Indiana,Toronto,2016-03-17
998,Miami,Charlotte,2016-03-17
999,San Antonio,Portland,2016-03-17
1000,Milwaukee,Memphis,2016-03-17
1001,Atlanta,Denver,2016-03-17
1002,Utah,Phoenix,2016-03-17
1003,Chicago,Brooklyn,2016-03-17
1004,Philadelphia,Washington,2016-03-17
1005,Toronto,Boston,2016-03-18
1006,Orlando,Cleveland,2016-03-18
1007,Dallas,Golden State,2016-03-18
1008,New Orleans,Portland,2016-03-18
1009,Detroit,Sacramento,2016-03-18
1010,Houston,Minnesota,2016-03-18
1011,Philadelphia,Okla City,2016-03-18
1012,LA Lakers,Phoenix,2016-03-18
1013,San Antonio,Golden State,2016-03-19
1014,Indiana,Okla City,2016-03-19
1015,Miami,Cleveland,2016-03-19
1016,Memphis,LA Clippers,2016-03-19
1017,Chicago,Utah,2016-03-19
1018,Atlanta,Houston,2016-03-19
1019,Charlotte,Denver,2016-03-19
1020,Washington,New York,2016-03-19
1021,Detroit,Brooklyn,2016-03-19
1022,Dallas,Portland,2016-03-20
1023,Milwaukee,Utah,2016-03-20
1024,New Orleans,LA Clippers,2016-03-20
1025,Toronto,Orlando,2016-03-20
1026,New York,Sacramento,2016-03-20
1027,Philadelphia,Boston,2016-03-20
1028,Charlotte,San Antonio,2016-03-21
1029,Atlanta,Washington,2016-03-21
1030,Boston,Orlando,2016-03-21
1031,Cleveland,Denver,2016-03-21
1032,Detroit,Milwaukee,2016-03-21
1033,Chicago,Sacramento,2016-03-21
1034,Phoenix,Memphis,2016-03-21
1035,Minnesota,Golden State,2016-03-21
1036,Indiana,Philadelphia,2016-03-21
1037,New Orleans,Miami,2016-03-22
1038,Okla City,Houston,2016-03-22
1039,Brooklyn,Charlotte,2016-03-22
1040,LA Lakers,Memphis,2016-03-22
1041,Boston,Toronto,2016-03-23
1042,Washington,Atlanta,2016-03-23
1043,Golden State,LA Clippers,2016-03-23
1044,Portland,Dallas,2016-03-23
1045,Houston,Utah,2016-03-23
1046,San Antonio,Miami,2016-03-23
1047,Detroit,Orlando,2016-03-23
1048,Cleveland,Milwaukee,2016-03-23
1049,Chicago,New York,2016-03-23
1050,Minnesota,Sacramento,2016-03-23
1051,Phoenix,LA Lakers,2016-03-23
1052,Denver,Philadelphia,2016-03-23
1053,LA Clippers,Portland,2016-03-24
1054,Okla City,Utah,2016-03-24
1055,New York,Chicago,2016-03-24
1056,Indiana,New Orleans,2016-03-24
1057,Brooklyn,Cleveland,2016-03-24
1058,Detroit,Charlotte,2016-03-25
1059,Houston,Toronto,2016-03-25
1060,Miami,Orlando,2016-03-25
1061,Golden State,Dallas,2016-03-25
1062,Atlanta,Milwaukee,2016-03-25
1063,San Antonio,Memphis,2016-03-25
1064,Washington,Minnesota,2016-03-25
1065,LA Lakers,Denver,2016-03-25
1066,Sacramento,Phoenix,2016-03-25
1067,Okla City,San Antonio,2016-03-26
1068,Detroit,Atlanta,2016-03-26
1069,Milwaukee,Charlotte,2016-03-26
1070,New York,Cleveland,2016-03-26
1071,New Orleans,Toronto,2016-03-26
1072,Minnesota,Utah,2016-03-26
1073,Orlando,Chicago,2016-03-26
1074,Brooklyn,Indiana,2016-03-26
1075,Phoenix,Boston,2016-03-26
1076,Portland,Philadelphia,2016-03-26
1077,Indiana,Houston,2016-03-27
1078,Sacramento,Dallas,2016-03-27
1079,LA Clippers,Denver,2016-03-27
1080,LA Lakers,Washington,2016-03-27
1081,Golden State,Philadelphia,2016-03-27
1082,Toronto,Okla City,2016-03-28
1083,LA Clippers,Boston,2016-03-28
1084,Chicago,Atlanta,2016-03-28
1085,Memphis,San Antonio,2016-03-28
1086,Denver,Dallas,2016-03-28
1087,Portland,Sacramento,2016-03-28
1088,New Orleans,New York,2016-03-28
1089,Miami,Brooklyn,2016-03-28
1090,Utah,LA Lakers,2016-03-28
1091,Minnesota,Phoenix,2016-03-28
1092,Detroit,Okla City,2016-03-29
1093,Cleveland,Houston,2016-03-29
1094,Indiana,Chicago,2016-03-29
1095,Golden State,Washington,2016-03-29
1096,Philadelphia,Charlotte,2016-03-29
1097,Orlando,Brooklyn,2016-03-29
1098,Toronto,Atlanta,2016-03-30
1099,Utah,Golden State,2016-03-30
1100,Sacramento,Washington,2016-03-30
1101,Minnesota,LA Clippers,2016-03-30
1102,Memphis,Denver,2016-03-30
1103,Dallas,New York,2016-03-30
1104,LA Lakers,Miami,2016-03-30
1105,San Antonio,New Orleans,2016-03-30
1106,Milwaukee,Phoenix,2016-03-30
1107,Okla City,LA Clippers,2016-03-31
1108,Portland,Boston,2016-03-31
1109,Houston,Chicago,2016-03-31
1110,Indiana,Orlando,2016-03-31
1111,New Orleans,Denver,2016-03-31
1112,Cleveland,Brooklyn,2016-03-31
1113,Portland,Golden State,2016-11-01
1114,Miami,Sacramento,2016-11-01
1115,Cleveland,Houston,2016-11-01
1116,Minnesota,Memphis,2016-11-01
1117,Detroit,New York,2016-11-01
1118,San Antonio,Utah,2016-11-01
1119,New Orleans,Milwaukee,2016-11-01
1120,Indiana,LA Lakers,2016-11-01
1121,Philadelphia,Orlando,2016-11-01
1122,Boston,Chicago,2016-11-02
1123,LA Clippers,Okla City,2016-11-02
1124,Washington,Toronto,2016-11-02
1125,New York,Houston,2016-11-02
1126,Utah,Dallas,2016-11-02
1127,Brooklyn,Detroit,2016-11-02
1128,Phoenix,Portland,2016-11-02
1129,Atlanta,LA Lakers,2016-11-02
1130,Memphis,New Orleans,2016-11-02
1131,Charlotte,Philadelphia,2016-11-02
1132,Golden State,Okla City,2016-11-03
1133,Cleveland,Boston,2016-11-03
1134,Minnesota,Denver,2016-11-03
1135,Milwaukee,Indiana,2016-11-03
1136,Orlando,Sacramento,2016-11-03
1137,Utah,San Antonio,2016-11-04
1138,Toronto,Miami,2016-11-04
1139,Brooklyn,Charlotte,2016-11-04
1140,LA Lakers,Golden State,2016-11-04
1141,Dallas,Portland,2016-11-04
1142,Memphis,LA Clippers,2016-11-04
1143,Washington,Atlanta,2016-11-04
1144,New Orleans,Phoenix,2016-11-04
1145,Chicago,New York,2016-11-04
1146,San Antonio,LA Clippers,2016-11-05
1147,Atlanta,Houston,2016-11-05
1148,Detroit,Denver,2016-11-05
1149,Indiana,Chicago,2016-11-05
1150,Milwaukee,Sacramento,2016-11-05
1151,Okla City,Minnesota,2016-11-05
1152,Orlando,Washington,2016-11-05
1153,Philadelphia,Cleveland,2016-11-05
1154,New York,Utah,2016-11-06
1155,Boston,Denver,2016-11-06
1156,Memphis,Portland,2016-11-06
1157,Dallas,Milwaukee,2016-11-06
1158,Toronto,Sacramento,2016-11-06
1159,LA Lakers,Phoenix,2016-11-06
1160,Okla City,Miami,2016-11-07
1161,LA Clippers,Detroit,2016-11-07
1162,Charlotte,Indiana,2016-11-07
1163,Washington,Houston,2016-11-07
1164,Chicago,Orlando,2016-11-07
1165,Philadelphia,Utah,2016-11-07
1166,Golden State,New Orleans,2016-11-07
1167,Cleveland,Atlanta,2016-11-08
1168,Memphis,Denver,2016-11-08
1169,Brooklyn,Minnesota,2016-11-08
1170,LA Lakers,Dallas,2016-11-08
1171,Portland,Phoenix,2016-11-08
1172,Sacramento,New Orleans,2016-11-08
1173,Charlotte,Utah,2016-11-09
1174,Okla City,Toronto,2016-11-09
1175,San Antonio,Houston,2016-11-09
1176,Atlanta,Chicago,2016-11-09
1177,Golden State,Dallas,2016-11-09
1178,Phoenix,Detroit,2016-11-09
1179,LA Clippers,Portland,2016-11-09
1180,New York,Brooklyn,2016-11-09
1181,Washington,Boston,2016-11-09
1182,Orlando,Minnesota,2016-11-09
1183,Indiana,Philadelphia,2016-11-09
1184,Denver,Golden State,2016-11-10
1185,Sacramento,LA Lakers,2016-11-10
1186,Miami,Chicago,2016-11-10
1187,Milwaukee,New Orleans,2016-11-10
1188,Charlotte,Toronto,2016-11-11
1189,Okla City,LA Clippers,2016-11-11
1190,San Antonio,Detroit,2016-11-11
1191,Boston,New York,2016-11-11
1192,Washington,Cleveland,2016-11-11
1193,Portland,Sacramento,2016-11-11
1194,Orlando,Utah,2016-11-11
1195,Philadelphia,Indiana,2016-11-11
1196,Houston,San Antonio,2016-11-12
1197,Denver,Detroit,2016-11-12
1198,Miami,Utah,2016-11-12
1199,Indiana,Boston,2016-11-12
1200,Chicago,Washington,2016-11-12
1201,New Orleans,LA Lakers,2016-11-12
1202,Minnesota,LA Clippers,2016-11-12
1203,Phoenix,Brooklyn,2016-11-12
1204,Toronto,New York,2016-11-12
1205,Milwaukee,Memphis,2016-11-12
1206,Atlanta,Philadelphia,2016-11-12
1207,Cleveland,Charlotte,2016-11-13
1208,Portland,Denver,2016-11-13
1209,Minnesota,LA Lakers,2016-11-13
1210,Golden State,Phoenix,2016-11-13
1211,Okla City,Orlando,2016-11-13
1212,Detroit,Okla City,2016-11-14
1213,San Antonio,Miami,2016-11-14
1214,New York,Dallas,2016-11-14
1215,New Orleans,Boston,2016-11-14
1216,LA Clippers,Brooklyn,2016-11-14
1217,Utah,Memphis,2016-11-14
1218,Indiana,Orlando,2016-11-14
1219,Houston,Philadelphia,2016-11-14
1220,Cleveland,Toronto,2016-11-15
1221,Minnesota,Charlotte,2016-11-15
1222,Portland,Chicago,2016-11-15
1223,Miami,Atlanta,2016-11-15
1224,LA Lakers,Brooklyn,2016-11-15
1225,Toronto,Golden State,2016-11-16
1226,Okla City,Houston,2016-11-16
1227,New York,Detroit,2016-11-16
1228,Indiana,Cleveland,2016-11-16
1229,Sacramento,San Antonio,2016-11-16
1230,Atlanta,Milwaukee,2016-11-16
1231,Boston,Dallas,2016-11-16
1232,Denver,Phoenix,2016-11-16
1233,Philadelphia,Washington,2016-11-16
1234,Orlando,New Orleans,2016-11-16
1235,LA Clippers,Memphis,2016-11-16
1236,Utah,Chicago,2016-11-17
1237,Houston,Portland,2016-11-17
1238,Washington,New York,2016-11-17
1239,Miami,Milwaukee,2016-11-17
1240,Minnesota,Philadelphia,2016-11-17
1241,Charlotte,Atlanta,2016-11-18
1242,LA Lakers,San Antonio,2016-11-18
1243,Boston,Golden State,2016-11-18
1244,Cleveland,Detroit,2016-11-18
1245,Denver,Toronto,2016-11-18
1246,Okla City,Brooklyn,2016-11-18
1247,Dallas,Memphis,2016-11-18
1248,Sacramento,LA Clippers,2016-11-18
1249,New Orleans,Portland,2016-11-18
1250,Indiana,Phoenix,2016-11-18
1251,Houston,Utah,2016-11-19
1252,LA Clippers,Chicago,2016-11-19
1253,Memphis,Minnesota,2016-11-19
1254,Detroit,Boston,2016-11-19
1255,Washington,Miami,2016-11-19
1256,Milwaukee,Golden State,2016-11-19
1257,New Orleans,Charlotte,2016-11-19
1258,Orlando,Dallas,2016-11-19
1259,Philadelphia,Phoenix,2016-11-19
1260,LA Lakers,Chicago,2016-11-20
1261,Denver,Utah,2016-11-20
1262,New York,Atlanta,2016-11-20
1263,Sacramento,Toronto,2016-11-20
1264,Brooklyn,Portland,2016-11-20
1265,Okla City,Indiana,2016-11-20
1266,Detroit,Houston,2016-11-21
1267,Charlotte,Memphis,2016-11-21
1268,LA Clippers,Toronto,2016-11-21
1269,Minnesota,Boston,2016-11-21
1270,Indiana,Golden State,2016-11-21
1271,Philadelphia,Miami,2016-11-21
1272,Washington,Phoenix,2016-11-21
1273,San Antonio,Dallas,2016-11-21
1274,Milwaukee,Orlando,2016-11-21
1275,Denver,Chicago,2016-11-22
1276,LA Lakers,Okla City,2016-11-22
1277,New York,Portland,2016-11-22
1278,Atlanta,New Orleans,2016-11-22
1279,Houston,Toronto,2016-11-23
1280,Charlotte,San Antonio,2016-11-23
1281,Utah,Denver,2016-11-23
1282,Sacramento,Okla City,2016-11-23
1283,Indiana,Atlanta,2016-11-23
1284,Cleveland,Portland,2016-11-23
1285,Golden State,LA Lakers,2016-11-23
1286,Detroit,Miami,2016-11-23
1287,New Orleans,Minnesota,2016-11-23
1288,Brooklyn,Boston,2016-11-23
1289,Philadelphia,Memphis,2016-11-23
1290,Dallas,LA Clippers,2016-11-23
1291,Orlando,Phoenix,2016-11-23
1292,Boston,San Antonio,2016-11-25
1293,Utah,Atlanta,2016-11-25
1294,Sacramento,Houston,2016-11-25
1295,New York,Charlotte,2016-11-25
1296,Detroit,LA Clippers,2016-11-25
1297,Denver,Okla City,2016-11-25
1298,LA Lakers,Golden State,2016-11-25
1299,Milwaukee,Toronto,2016-11-25
1300,Portland,New Orleans,2016-11-25
1301,Memphis,Miami,2016-11-25
1302,Phoenix,Minnesota,2016-11-25
1303,Orlando,Washington,2016-11-25
1304,Philadelphia,Chicago,2016-11-25
1305,Cleveland,Dallas,2016-11-25
1306,Indiana,Brooklyn,2016-11-25
1307,Okla City,Detroit,2016-11-26
1308,Miami,Memphis,2016-11-26
1309,Charlotte,New York,2016-11-26
1310,Washington,San Antonio,2016-11-26
1311,Golden State,Minnesota,2016-11-26
1312,LA Lakers,Atlanta,2016-11-27
1313,Portland,Houston,2016-11-27
1314,Phoenix,Denver,2016-11-27
1315,Indiana,LA Clippers,2016-11-27
1316,Brooklyn,Sacramento,2016-11-27
1317,Dallas,New Orleans,2016-11-27
1318,Orlando,Milwaukee,2016-11-27
1319,Philadelphia,Cleveland,2016-11-27
1320,Memphis,Charlotte,2016-11-28
1321,Miami,Boston,2016-11-28
1322,New York,Okla City,2016-11-28
1323,Minnesota,Utah,2016-11-28
1324,Golden State,Atlanta,2016-11-28
1325,Washington,Sacramento,2016-11-28
1326,Toronto,Philadelphia,2016-11-28
1327,Utah,Houston,2016-11-29
1328,Charlotte,Detroit,2016-11-29
1329,Milwaukee,Cleveland,2016-11-29
1330,New Orleans,LA Lakers,2016-11-29
1331,Brooklyn,LA Clippers,2016-11-29
1332,San Antonio,Orlando,2016-11-29
1333,Boston,Detroit,2016-11-30
1334,Toronto,Memphis,2016-11-30
1335,Chicago,LA Lakers,2016-11-30
1336,Minnesota,New York,2016-11-30
1337,Portland,Indiana,2016-11-30
1338,Denver,Miami,2016-11-30
1339,Dallas,San Antonio,2016-11-30
1340,Phoenix,Atlanta,2016-11-30
1341,Okla City,Washington,2016-11-30
1342,Philadelphia,Sacramento,2016-11-30
